STATION_NAME,DATE,PRCP,SNWD,SNOW,ACMH,ACSH,PSUN,TSUN,TAVG,TMAX,TMIN,AWND,WSFG,WT09,WT14,WT07,WT01,WT15,WT17,WT06,WT21,WT05,WT02,WT11,WT22,WT04,WT13,WT16,WT08,WT18,WT03,WT10,WT19,weekday,month,day,year,week,season
LANSING CAPITAL CITY AIRPORT MI US,1970-01-01,0.1,1.0,2.4,100,100,5,30,NA,29,12,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Thurs,Jan,1,1970.0,1.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-02,0.08,3.0,1.3,100,100,0,0,NA,26,17,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Fri,Jan,2,1970.0,1.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-03,0.02,4.0,0.4,90,90,34,186,NA,25,11,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Sat,Jan,3,1970.0,1.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-04,0.01,4.0,0.4,70,60,42,228,NA,21,8,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Sun,Jan,4,1970.0,1.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-05,0.0,4.0,0.0,30,60,62,342,NA,22,0,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Mon,Jan,5,1970.0,1.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-06,0.0,4.0,0.2,80,80,52,288,NA,18,-2,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Tues,Jan,6,1970.0,1.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-07,0.03,4.0,0.7,90,60,35,192,NA,13,3,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Wed,Jan,7,1970.0,1.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-08,0.02,4.0,0.5,90,80,56,312,NA,15,-1,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Thurs,Jan,8,1970.0,2.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-09,0.01,4.0,0.2,60,70,59,330,NA,21,-2,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Fri,Jan,9,1970.0,2.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-10,0.01,4.0,0.5,90,100,33,186,NA,23,9,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Sat,Jan,10,1970.0,2.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-11,0.13,5.0,2.0,100,100,0,0,NA,20,9,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Sun,Jan,11,1970.0,2.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-12,0.0,7.0,0.0,50,50,45,252,NA,28,15,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Mon,Jan,12,1970.0,2.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-13,0.02,6.0,0.3,60,100,68,378,NA,22,5,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Tues,Jan,13,1970.0,2.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-14,0.0,6.0,0.0,70,70,75,420,NA,17,-2,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Wed,Jan,14,1970.0,2.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-15,0.0,6.0,0.0,80,90,47,264,NA,27,5,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Thurs,Jan,15,1970.0,3.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-16,0.0,6.0,0.0,90,100,19,108,NA,38,21,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Fri,Jan,16,1970.0,3.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-17,0.3,5.0,3.6,100,100,0,0,NA,30,16,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Sat,Jan,17,1970.0,3.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-18,0.0,8.0,0.0,40,10,100,570,NA,17,-14,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sun,Jan,18,1970.0,3.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-19,0.0,8.0,0.0,80,60,81,462,NA,14,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Mon,Jan,19,1970.0,3.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-20,0.0,7.0,0.1,80,90,71,408,NA,9,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Tues,Jan,20,1970.0,3.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-21,0.0,7.0,0.0,20,20,76,438,NA,13,-10,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Wed,Jan,21,1970.0,3.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-22,0.0,7.0,0.0,70,70,76,438,NA,15,-7,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Thurs,Jan,22,1970.0,4.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-23,0.02,7.0,0.4,50,40,80,462,NA,18,-11,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Fri,Jan,23,1970.0,4.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-24,0.03,7.0,0.3,80,100,1,6,NA,29,-12,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Sat,Jan,24,1970.0,4.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-25,0.04,7.0,0.0,100,100,0,0,NA,37,29,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Sun,Jan,25,1970.0,4.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-26,0.0,4.0,0.0,100,100,0,0,NA,34,29,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Mon,Jan,26,1970.0,4.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-27,0.06,5.0,1.0,100,100,18,102,NA,36,30,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Tues,Jan,27,1970.0,4.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-28,0.03,4.0,0.0,100,100,0,0,NA,46,30,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Wed,Jan,28,1970.0,4.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-29,0.0,0.0,0.0,100,100,0,0,NA,38,21,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Thurs,Jan,29,1970.0,5.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-30,0.0,0.0,0.0,80,100,2,12,NA,29,13,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Fri,Jan,30,1970.0,5.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-01-31,0.0,0.0,0.0,50,50,87,522,NA,41,22,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Sat,Jan,31,1970.0,5.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-01,0.0,0.0,0.0,40,30,80,480,NA,47,33,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sun,Feb,1,1970.0,5.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-02,0.34,1.0,2.9,100,100,0,0,NA,40,9,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Mon,Feb,2,1970.0,5.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-03,0.01,1.0,0.2,50,70,49,294,NA,9,-1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Tues,Feb,3,1970.0,5.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-04,0.02,1.0,0.4,70,90,21,126,NA,28,-2,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Wed,Feb,4,1970.0,5.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-05,0.0,1.0,0.0,40,50,82,498,NA,31,22,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Thurs,Feb,5,1970.0,6.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-06,0.0,1.0,0.0,90,90,0,0,NA,33,26,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Fri,Feb,6,1970.0,6.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-07,0.0,1.0,0.0,100,100,64,390,NA,39,25,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Sat,Feb,7,1970.0,6.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-08,0.02,0.0,0.3,100,100,0,0,NA,38,30,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Sun,Feb,8,1970.0,6.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-09,0.01,0.0,0.3,100,100,0,0,NA,31,29,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Mon,Feb,9,1970.0,6.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-10,0.02,0.0,0.2,90,100,0,0,NA,31,23,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Tues,Feb,10,1970.0,6.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-11,0.0,0.0,0.0,70,60,53,330,NA,30,18,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Wed,Feb,11,1970.0,6.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-12,0.05,0.0,1.4,90,100,19,120,NA,26,11,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Thurs,Feb,12,1970.0,7.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-13,0.0,1.0,0.0,30,50,62,390,NA,18,-7,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Fri,Feb,13,1970.0,7.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-14,0.0,0.0,0.0,70,80,61,384,NA,18,-2,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sat,Feb,14,1970.0,7.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-15,0.0,0.0,0.0,70,30,78,492,NA,27,13,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Sun,Feb,15,1970.0,7.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-16,0.0,0.0,0.1,50,50,93,594,NA,28,9,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Mon,Feb,16,1970.0,7.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-17,0.0,0.0,0.0,70,80,74,474,NA,40,22,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Tues,Feb,17,1970.0,7.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-18,0.09,0.0,1.3,100,100,17,108,NA,48,22,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Wed,Feb,18,1970.0,7.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-19,0.01,1.0,0.1,50,40,70,456,NA,27,8,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Thurs,Feb,19,1970.0,8.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-20,0.0,1.0,0.0,20,40,89,576,NA,22,5,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Fri,Feb,20,1970.0,8.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-21,0.01,1.0,0.3,70,90,4,30,NA,35,15,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Sat,Feb,21,1970.0,8.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-22,0.0,0.0,0.0,0,10,99,642,NA,46,28,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sun,Feb,22,1970.0,8.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-23,0.0,0.0,0.0,0,0,100,654,NA,43,18,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mon,Feb,23,1970.0,8.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-24,0.0,0.0,0.0,20,20,96,636,NA,48,31,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Tues,Feb,24,1970.0,8.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-25,0.0,0.0,0.0,50,50,85,564,NA,32,5,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Wed,Feb,25,1970.0,8.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-26,0.04,0.0,0.5,70,90,30,204,NA,31,7,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Thurs,Feb,26,1970.0,9.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-27,0.04,1.0,0.5,70,80,36,246,NA,32,11,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Fri,Feb,27,1970.0,9.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-02-28,0.0,0.0,0.0,30,30,96,642,NA,33,3,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sat,Feb,28,1970.0,9.0,winter
LANSING CAPITAL CITY AIRPORT MI US,1970-03-01,0.07,0.0,0.4,100,100,0,0,NA,34,23,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Sun,Mar,1,1970.0,9.0,spring
LANSING CAPITAL CITY AIRPORT MI US,1970-03-02,0.01,0.0,0.0,100,100,0,0,NA,36,29,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Mon,Mar,2,1970.0,9.0,spring
LANSING CAPITAL CITY AIRPORT MI US,1970-03-03,0.38,0.0,0.0,100,100,0,0,NA,42,32,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Tues,Mar,3,1970.0,9.0,spring
LANSING CAPITAL CITY AIRPORT MI US,1970-03-04,0.52,0.0,0.0,100,100,0,0,NA,47,33,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Wed,Mar,4,1970.0,9.0,spring
LANSING CAPITAL CITY AIRPORT MI US,1970-03-05,0.0,0.0,0.0,0,10,100,684,NA,40,22,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Thurs,Mar,5,1970.0,10.0,spring
LANSING CAPITAL CITY AIRPORT MI US,1970-03-06,0.0,0.0,0.0,40,90,34,234,NA,44,26,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Fri,Mar,6,1970.0,10.0,spring
LANSING CAPITAL CITY AIRPORT MI US,1970-03-07,0.0,0.0,0.0,50,60,57,390,NA,45,18,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sat,Mar,7,1970.0,10.0,spring
LANSING CAPITAL CITY AIRPORT MI US,1970-03-08,0.02,0.0,0.2,70,100,14,96,NA,24,12,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Sun,Mar,8,1970.0,10.0,spring
LANSING CAPITAL CITY AIRPORT MI US,1970-03-09,0.0,0.0,0.0,50,30,92,642,NA,32,17,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mon,Mar,9,1970.0,10.0,spring
LANSING CAPITAL CITY AIRPORT MI US,1970-03-10,0.0,0.0,0.0,60,60,57,396,NA,31,17,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Tues,Mar,10,1970.0,10.0,spring
LANSING CAPITAL CITY AIRPORT MI US,1970-03-11,0.0,0.0,0.0,20,30,100,702,NA,38,13,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Wed,Mar,11,1970.0,10.0,spring
LANSING CAPITAL CITY AIRPORT MI US,1970-03-12,0.0,0.0,0.0,60,90,83,582,NA,36,20,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Thurs,Mar,12,1970.0,11.0,spring
LANSING CAPITAL CITY AIRPORT MI US,1970-03-13,0.08,0.0,1.8,50,60,56,396,NA,36,11,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Fri,Mar,13,1970.0,11.0,spring
LANSING CAPITAL CITY AIRPORT MI US,1970-03-14,0.0,2.0,0.0,60,80,37,264,NA,27,6,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Sat,Mar,14,1970.0,11.0,spring
LANSING CAPITAL CITY AIRPORT MI US,1970-03-15,0.0,1.0,0.0,50,80,53,378,NA,27,6,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Sun,Mar,15,1970.0,11.0,spring
